Issue type,Issue name,Severity,Component,Behavior,Issue description,Affected page,Guideline(s),HTML snippet,CSS selector,Needs review,Needs Review Status,Best practice,How to fix this issue,Issue link,Timestamp,Issue status
label-content-name-mismatch,Elements must have their visible text as part of their accessible name,serious,button#currency-btn,,Ensure that elements labelled through their content must have their visible text as part of their accessible name.,https://vaultlister.com/compare/closo.html,"Experimental, SC 2.5.3","<button type=""button"" class=""currency-btn"" aria-label=""Change currency"" aria-expanded=""false"">",.currency-btn,False,Confirmed Issue,False,"Fix all of the following:
Ensure that the visible label of the element and the accessible name (provided by `aria-label`, etc.) match exactly. Ensure that the visible label of the element is part of the accessible name of the element. It is advisable that the visible label comes in the beginning of the accessible name",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23731&activeComponentId=button%23currency-btn&activeBehaviorValue=&activeIssueId=974107609,2026-04-23 18:28:09 UTC,visible
missing-heading,Text intended to be a heading is not identified as one,serious,p#footer-col-label,,"Ensure that text intended to be a heading is properly identified using headers (<h1>, <h2>, etc.) or role=""heading"".",https://vaultlister.com/compare/closo.html,"Experimental, SC 1.3.1","<p class=""footer-col-label"">Compare</p>",.footer-col:nth-child(5) > .footer-col-label,False,Confirmed Issue,False,"Fix all of the following:
Use semantic HTML heading tags (<h1> to <h6>) instead of <div> or <span>. 
If using ARIA, apply role=""heading"" with the appropriate aria-level. 
Ensure that the heading structure follows a logical hierarchy.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23670&activeComponentId=p%23footer-col-label&activeBehaviorValue=&activeIssueId=974107610,2026-04-23 18:28:09 UTC,visible
missing-heading,Text intended to be a heading is not identified as one,serious,p#footer-col-label,,"Ensure that text intended to be a heading is properly identified using headers (<h1>, <h2>, etc.) or role=""heading"".",https://vaultlister.com/compare/closo.html,"Experimental, SC 1.3.1","<p class=""footer-col-label"">Community</p>",.footer-col:nth-child(4) > .footer-col-label,False,Confirmed Issue,False,"Fix all of the following:
Use semantic HTML heading tags (<h1> to <h6>) instead of <div> or <span>. 
If using ARIA, apply role=""heading"" with the appropriate aria-level. 
Ensure that the heading structure follows a logical hierarchy.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23670&activeComponentId=p%23footer-col-label&activeBehaviorValue=&activeIssueId=974107611,2026-04-23 18:28:09 UTC,visible
missing-heading,Text intended to be a heading is not identified as one,serious,p#footer-col-label,,"Ensure that text intended to be a heading is properly identified using headers (<h1>, <h2>, etc.) or role=""heading"".",https://vaultlister.com/compare/closo.html,"Experimental, SC 1.3.1","<p class=""footer-col-label"">Company</p>",.footer-col:nth-child(3) > .footer-col-label,False,Confirmed Issue,False,"Fix all of the following:
Use semantic HTML heading tags (<h1> to <h6>) instead of <div> or <span>. 
If using ARIA, apply role=""heading"" with the appropriate aria-level. 
Ensure that the heading structure follows a logical hierarchy.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23670&activeComponentId=p%23footer-col-label&activeBehaviorValue=&activeIssueId=974107612,2026-04-23 18:28:09 UTC,visible
missing-heading,Text intended to be a heading is not identified as one,serious,p#footer-col-label,,"Ensure that text intended to be a heading is properly identified using headers (<h1>, <h2>, etc.) or role=""heading"".",https://vaultlister.com/compare/closo.html,"Experimental, SC 1.3.1","<p class=""footer-col-label"">Status &amp; Updates</p>",.footer-col:nth-child(2) > .footer-col-label,False,Confirmed Issue,False,"Fix all of the following:
Use semantic HTML heading tags (<h1> to <h6>) instead of <div> or <span>. 
If using ARIA, apply role=""heading"" with the appropriate aria-level. 
Ensure that the heading structure follows a logical hierarchy.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23670&activeComponentId=p%23footer-col-label&activeBehaviorValue=&activeIssueId=974107613,2026-04-23 18:28:09 UTC,visible
missing-heading,Text intended to be a heading is not identified as one,serious,p#footer-col-label,,"Ensure that text intended to be a heading is properly identified using headers (<h1>, <h2>, etc.) or role=""heading"".",https://vaultlister.com/compare/closo.html,"Experimental, SC 1.3.1","<p class=""footer-col-label"">Resources</p>",.footer-col:nth-child(1) > .footer-col-label,False,Confirmed Issue,False,"Fix all of the following:
Use semantic HTML heading tags (<h1> to <h6>) instead of <div> or <span>. 
If using ARIA, apply role=""heading"" with the appropriate aria-level. 
Ensure that the heading structure follows a logical hierarchy.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23670&activeComponentId=p%23footer-col-label&activeBehaviorValue=&activeIssueId=974107614,2026-04-23 18:28:09 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,li#recent-issues-empty,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/status.html,SC 1.4.3,"<li class=""recent-issues-empty"">No issues in the past 90 days.</li>","ul[data-issues=""grailed""] > .recent-issues-empty",False,Confirmed Issue,False,"Fix any of the following:
 Element has insufficient color contrast. Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=li%23recent-issues-empty&activeBehaviorValue=&activeIssueId=974107615,2026-04-23 18:27:34 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,button#btn.btn-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/status.html,SC 1.4.3,"<button type=""submit"" class=""btn btn-primary"">Subscribe</button>","button[type=""submit""]",False,Confirmed Issue,False,"Fix any of the following:
 Element has insufficient color contrast. Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=button%23btn.btn-primary&activeBehaviorValue=&activeIssueId=974107616,2026-04-23 18:27:34 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,li#recent-issues-empty,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/status.html,SC 1.4.3,"<li class=""recent-issues-empty"">No issues in the past 90 days.</li>","ul[data-issues=""facebook""] > .recent-issues-empty",False,Confirmed Issue,False,"Fix any of the following:
 Element has insufficient color contrast. Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=li%23recent-issues-empty&activeBehaviorValue=&activeIssueId=974107617,2026-04-23 18:27:34 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,li#recent-issues-empty,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/status.html,SC 1.4.3,"<li class=""recent-issues-empty"">No issues in the past 90 days.</li>","ul[data-issues=""whatnot""] > .recent-issues-empty",False,Confirmed Issue,False,"Fix any of the following:
 Element has insufficient color contrast. Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=li%23recent-issues-empty&activeBehaviorValue=&activeIssueId=974107618,2026-04-23 18:27:34 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a#btn.btn-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/status.html,SC 1.4.3,"<a class=""btn btn-primary"" href=""/?app=1#register"">Start Free Trial</a>",".nav-actions > .btn-primary.btn[href=""/?app=1#register""]",False,Confirmed Issue,False,"Fix any of the following:
 Element has insufficient color contrast. Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23btn.btn-primary&activeBehaviorValue=&activeIssueId=974107619,2026-04-23 18:27:34 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,li#recent-issues-empty,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/status.html,SC 1.4.3,"<li class=""recent-issues-empty"">No issues in the past 90 days.</li>","ul[data-issues=""poshmark""] > .recent-issues-empty",False,Confirmed Issue,False,"Fix any of the following:
 Element has insufficient color contrast. Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=li%23recent-issues-empty&activeBehaviorValue=&activeIssueId=974107620,2026-04-23 18:27:34 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,li#recent-issues-empty,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/status.html,SC 1.4.3,"<li class=""recent-issues-empty"">No issues in the past 90 days.</li>","ul[data-issues=""depop""] > .recent-issues-empty",False,Confirmed Issue,False,"Fix any of the following:
 Element has insufficient color contrast. Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=li%23recent-issues-empty&activeBehaviorValue=&activeIssueId=974107621,2026-04-23 18:27:34 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,button,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/status.html,SC 1.4.3,"<button type=""button"" id=""cookie-accept"" style=""min-height:44px;padding:0.5rem 1.25rem;border-radius:0.5rem;border:none;background:linear-gradient(135deg,#f59e0b,#d97706);color:#fff;font-size:0.875rem;font-weight:600;cursor:pointer;"">Accept</button>",#cookie-accept,False,Confirmed Issue,False,"Fix any of the following:
 Element has insufficient color contrast. Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=button%23&activeBehaviorValue=&activeIssueId=974107622,2026-04-23 18:27:34 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a#btn.btn-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/help/inventory-management.html,SC 1.4.3,"<a class=""btn btn-primary"" href=""/?app=1#register"">Start Free Trial</a>","a[href=""/?app=1#register""]",False,Confirmed Issue,False,"Fix any of the following:
 Element has insufficient color contrast. Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23btn.btn-primary&activeBehaviorValue=&activeIssueId=974107626,2026-04-23 18:27:52 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,button,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/help/inventory-management.html,SC 1.4.3,"<button type=""button"" id=""cookie-accept"" style=""min-height:44px;padding:0.5rem 1.25rem;border-radius:0.5rem;border:none;background:linear-gradient(135deg,#f59e0b,#d97706);color:#fff;font-size:0.875rem;font-weight:600;cursor:pointer;"">Accept</button>",#cookie-accept,False,Confirmed Issue,False,"Fix any of the following:
 Element has insufficient color contrast. Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=button%23&activeBehaviorValue=&activeIssueId=974107627,2026-04-23 18:27:52 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a#btn.btn-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/help/inventory-management.html,SC 1.4.3,"<a class=""btn btn-primary"" href=""/contact.html"">Contact Support</a>",".btn-primary.btn[href$=""contact.html""]",False,Confirmed Issue,False,"Fix any of the following:
 Element has insufficient color contrast. Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23btn.btn-primary&activeBehaviorValue=&activeIssueId=974107628,2026-04-23 18:27:52 UTC,visible
meaningful-alt-text-ai,Images must have a meaningful alt text,moderate,img,,Ensure that images have meaningful alt text that serves the same purpose as the image.,https://vaultlister.com/status.html,"Experimental, SC 1.1.1","<img src=""/assets/logos/whatnot/logo.svg"" alt=""Whatnot"">",".status-row-title > img[alt=""Whatnot""][src$=""logo.svg""]",False,Confirmed Issue,False,"Fix any of the following:
 Add meaningful alt text to images. Avoid generic phrases like ""image,"" ""img,"" ""graph,"" or ""pic"" as they do not convey details about the image's content. If an image is purely decorative and does not provide meaningful information, add alt="""" or role=""presentation"" to it. For instance, you can change the alt text for this image from ""Whatnot"" to our AI-powered suggestion of ""Whatnot company icon logo.""",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23779&activeComponentId=img%23&activeBehaviorValue=&activeIssueId=974107629,2026-04-23 18:27:34 UTC,visible
decorative-image,Decorative images must be marked as such,moderate,img#vl-icon,,Ensure that an image that exists only for aesthetic purposes is not read by assistive technologies.,https://vaultlister.com/status.html,"Experimental, SC 1.1.1, SC 4.1.2","<img class=""vl-icon"" src=""/assets/logo/icon/icon-64.png"" alt=""VaultLister"">","article[data-platform=""poshmark""] > .platform-inner > .status-row:nth-child(2) > .status-row-top > .status-row-title > .vl-icon[src$=""icon-64.png""][alt=""VaultLister""]",False,Confirmed Issue,False,"Fix any of the following:
 Add alt="""" or role=""presentation"" to the image. In case of an svg, remove the <title> tag inside the svg, if it exists. Remove role=""img"" and add role=""presentation"".",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23776&activeComponentId=img%23vl-icon&activeBehaviorValue=&activeIssueId=974107630,2026-04-23 18:27:34 UTC,visible
decorative-image,Decorative images must be marked as such,moderate,img#vl-icon,,Ensure that an image that exists only for aesthetic purposes is not read by assistive technologies.,https://vaultlister.com/status.html,"Experimental, SC 1.1.1, SC 4.1.2","<img class=""vl-icon"" src=""/assets/logo/icon/icon-64.png"" alt=""VaultLister"">","article[data-platform=""facebook""] > .platform-inner > .status-row:nth-child(2) > .status-row-top > .status-row-title > .vl-icon[src$=""icon-64.png""][alt=""VaultLister""]",False,Confirmed Issue,False,"Fix any of the following:
 Add alt="""" or role=""presentation"" to the image. In case of an svg, remove the <title> tag inside the svg, if it exists. Remove role=""img"" and add role=""presentation"".",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23776&activeComponentId=img%23vl-icon&activeBehaviorValue=&activeIssueId=974107631,2026-04-23 18:27:34 UTC,visible
decorative-image,Decorative images must be marked as such,moderate,img#vl-icon,,Ensure that an image that exists only for aesthetic purposes is not read by assistive technologies.,https://vaultlister.com/status.html,"Experimental, SC 1.1.1, SC 4.1.2","<img class=""vl-icon"" src=""/assets/logo/icon/icon-64.png"" alt=""VaultLister"">","article[data-platform=""depop""] > .platform-inner > .status-row:nth-child(2) > .status-row-top > .status-row-title > .vl-icon[src$=""icon-64.png""][alt=""VaultLister""]",False,Confirmed Issue,False,"Fix any of the following:
 Add alt="""" or role=""presentation"" to the image. In case of an svg, remove the <title> tag inside the svg, if it exists. Remove role=""img"" and add role=""presentation"".",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23776&activeComponentId=img%23vl-icon&activeBehaviorValue=&activeIssueId=974107632,2026-04-23 18:27:34 UTC,visible
meaningful-alt-text-ai,Images must have a meaningful alt text,moderate,img,,Ensure that images have meaningful alt text that serves the same purpose as the image.,https://vaultlister.com/roadmap-public.html,"Experimental, SC 1.1.1","<img src=""/assets/logo/lockups/horizontal-512.svg"" alt=""VaultLister"" height=""36"" style=""display:block;"">","img[height=""36""]",False,Confirmed Issue,False,"Fix any of the following:
 Add meaningful alt text to images. Avoid generic phrases like ""image,"" ""img,"" ""graph,"" or ""pic"" as they do not convey details about the image's content. If an image is purely decorative and does not provide meaningful information, add alt="""" or role=""presentation"" to it. For instance, you can change the alt text for this image from ""VaultLister"" to our AI-powered suggestion of ""VaultLister logo, a multi-channel listing tool.""",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23779&activeComponentId=img%23&activeBehaviorValue=&activeIssueId=974107633,2026-04-23 18:27:49 UTC,visible
decorative-image,Decorative images must be marked as such,moderate,img#vl-icon,,Ensure that an image that exists only for aesthetic purposes is not read by assistive technologies.,https://vaultlister.com/status.html,"Experimental, SC 1.1.1, SC 4.1.2","<img class=""vl-icon"" src=""/assets/logo/icon/icon-64.png"" alt=""VaultLister"">","article[data-platform=""grailed""] > .platform-inner > .status-row:nth-child(2) > .status-row-top > .status-row-title > .vl-icon[src$=""icon-64.png""][alt=""VaultLister""]",False,Confirmed Issue,False,"Fix any of the following:
 Add alt="""" or role=""presentation"" to the image. In case of an svg, remove the <title> tag inside the svg, if it exists. Remove role=""img"" and add role=""presentation"".",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23776&activeComponentId=img%23vl-icon&activeBehaviorValue=&activeIssueId=974107634,2026-04-23 18:27:34 UTC,visible
decorative-image,Decorative images must be marked as such,moderate,img#vl-icon,,Ensure that an image that exists only for aesthetic purposes is not read by assistive technologies.,https://vaultlister.com/status.html,"Experimental, SC 1.1.1, SC 4.1.2","<img class=""vl-icon"" src=""/assets/logo/icon/icon-64.png"" alt=""VaultLister"">","article[data-platform=""whatnot""] > .platform-inner > .status-row:nth-child(2) > .status-row-top > .status-row-title > .vl-icon[src$=""icon-64.png""][alt=""VaultLister""]",False,Confirmed Issue,False,"Fix any of the following:
 Add alt="""" or role=""presentation"" to the image. In case of an svg, remove the <title> tag inside the svg, if it exists. Remove role=""img"" and add role=""presentation"".",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23776&activeComponentId=img%23vl-icon&activeBehaviorValue=&activeIssueId=974107635,2026-04-23 18:27:34 UTC,visible
meaningful-alt-text-ai,Images must have a meaningful alt text,moderate,img,,Ensure that images have meaningful alt text that serves the same purpose as the image.,https://vaultlister.com/status.html,"Experimental, SC 1.1.1","<img src=""/assets/logos/grailed/icon2.png"" alt=""Grailed"">",".status-row-title > img[alt=""Grailed""]",False,Confirmed Issue,False,"Fix any of the following:
 Add meaningful alt text to images. Avoid generic phrases like ""image,"" ""img,"" ""graph,"" or ""pic"" as they do not convey details about the image's content. If an image is purely decorative and does not provide meaningful information, add alt="""" or role=""presentation"" to it. For instance, you can change the alt text for this image from ""Grailed"" to our AI-powered suggestion of ""Google service status indicator.""",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23779&activeComponentId=img%23&activeBehaviorValue=&activeIssueId=974107636,2026-04-23 18:27:34 UTC,visible
meaningful-alt-text-ai,Images must have a meaningful alt text,moderate,img,,Ensure that images have meaningful alt text that serves the same purpose as the image.,https://vaultlister.com/status.html,"Experimental, SC 1.1.1","<img src=""/assets/logo/lockups/horizontal-512.svg"" alt=""VaultLister"" height=""36"" style=""display:block;"">","img[height=""36""]",False,Confirmed Issue,False,"Fix any of the following:
 Add meaningful alt text to images. Avoid generic phrases like ""image,"" ""img,"" ""graph,"" or ""pic"" as they do not convey details about the image's content. If an image is purely decorative and does not provide meaningful information, add alt="""" or role=""presentation"" to it. For instance, you can change the alt text for this image from ""VaultLister"" to our AI-powered suggestion of ""VaultLister company logo.""",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23779&activeComponentId=img%23&activeBehaviorValue=&activeIssueId=974107637,2026-04-23 18:27:34 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/documentation.html,SC 1.4.3,"<span style=""color:#fff;font-size:1.5rem;font-weight:800;letter-spacing:-0.04em;"">VaultLister</span>",.mk-card-preview > span,False,Confirmed Issue,False,"Fix any of the following:
 Element has insufficient color contrast. Expected contrast ratio of 3:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=span%23&activeBehaviorValue=&activeIssueId=974107640,2026-04-23 18:28:00 UTC,visible
bypass-blocks-skip-links,First interactive item in the Web page must be a link to the beginning of the main content,serious,html,,Ensure that a mechanism is available to bypass blocks of content that are repeated on multiple Web pages by skipping directly to the main content of the Web page and the element is visible when it receive keyboard focus.,https://vaultlister.com/help/cross-listing.html,SC 2.4.1,"<html la=""en"">",html,False,Confirmed Issue,False,"Fix all of the following:
Add a 'Skip to Main content' link as the first interactive element via keyboard",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23664&activeComponentId=html%23&activeBehaviorValue=&activeIssueId=974107641,2026-04-23 18:27:58 UTC,visible
label-content-name-mismatch,Elements must have their visible text as part of their accessible name,serious,button#lang-btn,,Ensure that elements labelled through their content must have their visible text as part of their accessible name.,https://vaultlister.com/help/cross-listing.html,"Experimental, SC 2.5.3","<button type=""button"" class=""lang-btn"" aria-label=""Change language"" aria-expanded=""false"">",.lang-btn,False,Confirmed Issue,False,"Fix all of the following:
Ensure that the visible label of the element and the accessible name (provided by `aria-label`, etc.) match exactly. Ensure that the visible label of the element is part of the accessible name of the element. It is advisable that the visible label comes in the beginning of the accessible name",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23731&activeComponentId=button%23lang-btn&activeBehaviorValue=&activeIssueId=974107642,2026-04-23 18:27:58 UTC,visible
label-content-name-mismatch,Elements must have their visible text as part of their accessible name,serious,button#currency-btn,,Ensure that elements labelled through their content must have their visible text as part of their accessible name.,https://vaultlister.com/help/cross-listing.html,"Experimental, SC 2.5.3","<button type=""button"" class=""currency-btn"" aria-label=""Change currency"" aria-expanded=""false"">",.currency-btn,False,Confirmed Issue,False,"Fix all of the following:
Ensure that the visible label of the element and the accessible name (provided by `aria-label`, etc.) match exactly. Ensure that the visible label of the element is part of the accessible name of the element. It is advisable that the visible label comes in the beginning of the accessible name",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23731&activeComponentId=button%23currency-btn&activeBehaviorValue=&activeIssueId=974107643,2026-04-23 18:27:58 UTC,visible
missing-heading,Text intended to be a heading is not identified as one,serious,p#footer-col-label,,"Ensure that text intended to be a heading is properly identified using headers (<h1>, <h2>, etc.) or role=""heading"".",https://vaultlister.com/help/cross-listing.html,"Experimental, SC 1.3.1","<p class=""footer-col-label"">Compare</p>",.footer-col:nth-child(5) > .footer-col-label,False,Confirmed Issue,False,"Fix all of the following:
Use semantic HTML heading tags (<h1> to <h6>) instead of <div> or <span>. 
If using ARIA, apply role=""heading"" with the appropriate aria-level. 
Ensure that the heading structure follows a logical hierarchy.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=9qdiycbcuc1hbyedjwghm8epwkzrnp836fhzruyu&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23670&activeComponentId=p%23footer-col-label&activeBehaviorValue=&activeIssueId=974107644,2026-04-23 18:27:58 UTC,visible
