Issue type,Issue name,Severity,Component,Behavior,Issue description,Affected page,Guideline(s),HTML snippet,CSS selector,Needs review,Needs Review Status,Best practice,How to fix this issue,Issue link,Timestamp,Issue status
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,div#highlight-value.positive,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<div class=""highlight-value positive"">C$0.00</div>",.positive.highlight-value,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.29 (foreground color: #16a34a, background color: #ffffff, font size: 13.5pt (18px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=div%23highlight-value.positive&activeBehaviorValue=&activeIssueId=968580067,2026-04-21 19:13:14 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#funnel-stage-name,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<span class=""funnel-stage-name"">Likes</span>",.funnel-stage-vertical:nth-child(3) > .funnel-stage-content > .funnel-stage-name,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.95 (foreground color: #ffffff, background color: #a855f7, font size: 12.0pt (16px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=span%23funnel-stage-name&activeBehaviorValue=&activeIssueId=968580068,2026-04-21 19:13:14 UTC,visible
heading-order-bp,Heading levels should only increase by one,moderate,h3#card-title,,Ensure the order of headings is semantically correct.,https://vaultlister.com/,Best Practice,"<h3 class=""card-title"">",.collapsible-card.card:nth-child(1) > .card-header > .card-title,False,Confirmed Issue,True,"Fix any of the following:
  Fix the order of headings. Headings should be in descending order of size without skipping levels. For example, <h2> should be followed by <h3>, not <h4> or <h5>.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23720&activeComponentId=h3%23card-title&activeBehaviorValue=&activeIssueId=968580069,2026-04-21 19:13:14 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#dropdown-menu,,Inform users about hidden content.,https://vaultlister.com/,"Experimental, Best Practice","<div class=""dropdown-menu"" style=""right: 0; min-width: 160px;"">",.gap-2 > .dropdown > .dropdown-menu,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23dropdown-menu&activeBehaviorValue=&activeIssueId=968580073,2026-04-21 19:13:14 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,div#hidden,,Inform users about hidden content.,https://vaultlister.com/,"Experimental, Best Practice","<div id=""custom-date-picker"" class=""hidden"" style=""margin-bottom: 24px; padding: 16px; background: var(--gray-50); border-radius: 8px;"">",#custom-date-picker,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=div%23hidden&activeBehaviorValue=&activeIssueId=968580077,2026-04-21 19:13:14 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#doc-label,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/documentation.html,SC 1.4.3,"<p class=""doc-label"">Transparency</p>",#panel-ai-info > .doc-header > .doc-label,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.18 (foreground color: #d97706, background color: #ffffff, font size: 9.8pt (13px), font weight: bold). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=p%23doc-label&activeBehaviorValue=&activeIssueId=968580098,2026-04-21 19:13:16 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/documentation.html,SC 1.4.3,"<a href=""/contact.html"">contact us</a>","p:nth-child(3) > a[href$=""contact.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.18 (foreground color: #d97706, background color: #ffffff, font size: 11.3pt (15px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968580108,2026-04-21 19:13:16 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/documentation.html,SC 1.4.3,"<a href=""https://www.anthropic.com/privacy"" target=""_blank"" rel=""noopener noreferrer"">Anthropic Privacy Policy</a>","p:nth-child(2) > a[target=""_blank""][rel=""noopener noreferrer""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.18 (foreground color: #d97706, background color: #ffffff, font size: 11.3pt (15px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968580110,2026-04-21 19:13:16 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#doc-meta,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/documentation.html,SC 1.4.3,"<p class=""doc-meta"">How VaultLister uses artificial intelligence — transparently.</p>",#panel-ai-info > .doc-header > .doc-meta,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=p%23doc-meta&activeBehaviorValue=&activeIssueId=968580111,2026-04-21 19:13:16 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,button#tab-btn,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/documentation.html,SC 1.4.3,"<button class=""tab-btn"" role=""tab"" id=""tab-ai-info"" aria-controls=""panel-ai-info"" aria-selected=""true"">AI Info</button>",#tab-ai-info,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.18 (foreground color: #d97706, background color: #ffffff, font size: 11.3pt (15px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=button%23tab-btn&activeBehaviorValue=&activeIssueId=968580116,2026-04-21 19:13:16 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,button#tab-btn,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/documentation.html,SC 1.4.3,"<button class=""tab-btn"" role=""tab"" id=""tab-media-kit"" aria-controls=""panel-media-kit"" aria-selected=""true"">Media Kit</button>",#tab-media-kit,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.18 (foreground color: #d97706, background color: #ffffff, font size: 11.3pt (15px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=button%23tab-btn&activeBehaviorValue=&activeIssueId=968581548,2026-04-21 19:13:30 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#doc-meta,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/documentation.html,SC 1.4.3,"<p class=""doc-meta"">Brand assets, guidelines, and usage rules for press and partners.</p>",#panel-media-kit > .doc-header > .doc-meta,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.53 (foreground color: #9ca3af, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=p%23doc-meta&activeBehaviorValue=&activeIssueId=968581551,2026-04-21 19:13:30 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/documentation.html,SC 1.4.3,"<a href=""mailto:hello@vaultlister.com"">hello@vaultlister.com</a>","a[href=""mailto:hello@vaultlister.com""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.04 (foreground color: #d97706, background color: #f9fafb, font size: 11.3pt (15px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968581560,2026-04-21 19:13:30 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,p#doc-label,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/documentation.html,SC 1.4.3,"<p class=""doc-label"">Brand</p>",#panel-media-kit > .doc-header > .doc-label,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.18 (foreground color: #d97706, background color: #ffffff, font size: 9.8pt (13px), font weight: bold). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=p%23doc-label&activeBehaviorValue=&activeIssueId=968581563,2026-04-21 19:13:30 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/documentation.html,SC 1.4.3,"<a href=""/contact.html"">contact form</a>",".contact-note > a[href$=""contact.html""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.04 (foreground color: #d97706, background color: #f9fafb, font size: 11.3pt (15px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968581569,2026-04-21 19:13:30 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/documentation.html,SC 1.4.3,"<a href=""https://fonts.google.com/specimen/Inter"" target=""_blank"" rel=""noopener noreferrer"" style=""color:var(--amber-600);"">Google Fonts</a>","p:nth-child(4) > a[target=""_blank""][rel=""noopener noreferrer""]:nth-child(1)",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.18 (foreground color: #d97706, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968581570,2026-04-21 19:13:30 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,a,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/documentation.html,SC 1.4.3,"<a href=""https://rsms.me/inter/"" target=""_blank"" rel=""noopener noreferrer"" style=""color:var(--amber-600);"">rsms.me/inter</a>","a[href$=""inter/""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.18 (foreground color: #d97706, background color: #ffffff, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=a%23&activeBehaviorValue=&activeIssueId=968581577,2026-04-21 19:13:30 UTC,visible
heading-order-bp,Heading levels should only increase by one,moderate,h4,,Ensure the order of headings is semantically correct.,https://vaultlister.com/documentation.html,Best Practice,<h4>Do</h4>,.do-list > h4,False,Confirmed Issue,True,"Fix any of the following:
  Fix the order of headings. Headings should be in descending order of size without skipping levels. For example, <h2> should be followed by <h3>, not <h4> or <h5>.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23720&activeComponentId=h4%23&activeBehaviorValue=&activeIssueId=968581578,2026-04-21 19:13:30 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#nav-item-badge.nav-item-badge-info,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<span class=""nav-item-badge nav-item-badge-info"">14</span>",.nav-item-badge-info,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.76 (foreground color: #ffffff, background color: #ef4444, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=span%23nav-item-badge.nav-item-badge-info&activeBehaviorValue=&activeIssueId=968581739,2026-04-21 19:13:30 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,button#btn.btn-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<button class=""btn btn-primary"" onclick=""handlers.openImageUpload()"">",".gap-2.flex > .btn-primary.btn[onclick=""handlers.openImageUpload()""]",False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.18 (foreground color: #ffffff, background color: #d97706, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=button%23btn.btn-primary&activeBehaviorValue=&activeIssueId=968581742,2026-04-21 19:13:30 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,span#folder-item-label,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<span class=""folder-item-label"">",.folder-item-label,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 1.8 (foreground color: #f59e0b, background color: #ede9fe, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=span%23folder-item-label&activeBehaviorValue=&activeIssueId=968581743,2026-04-21 19:13:30 UTC,visible
heading-order-bp,Heading levels should only increase by one,moderate,h3,,Ensure the order of headings is semantically correct.,https://vaultlister.com/,Best Practice,<h3>,.sidebar-header > h3,False,Confirmed Issue,True,"Fix any of the following:
  Fix the order of headings. Headings should be in descending order of size without skipping levels. For example, <h2> should be followed by <h3>, not <h4> or <h5>.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23720&activeComponentId=h3%23&activeBehaviorValue=&activeIssueId=968581744,2026-04-21 19:13:30 UTC,visible
hidden-content,Hidden content on the page should be analyzed,minor,input,,Inform users about hidden content.,https://vaultlister.com/,"Experimental, Best Practice","<input type=""file"" id=""image-bank-upload"" accept=""image/jpeg,image/jpg,image/png,image/webp"" multiple="""" style=""display: none;"" onchange=""handlers.handleImageBankUpload(event)"">",#image-bank-upload,True,Pending Review,True,"Fix any of the following:
  There is hidden content on the page that was not analyzed. You will need to trigger the display of this content in order to analyze it.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeReviewStatus=needs-review&activeViolationId=23722&activeComponentId=input%23&activeBehaviorValue=&activeIssueId=968581747,2026-04-21 19:13:30 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,div#mini-calendar-day.today.selected,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<div class=""mini-calendar-day today selected"" onclick=""handlers.selectCalendarDate('2026-04-21')"">21</div>",.selected,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.14 (foreground color: #ffffff, background color: #f59e0b, font size: 7.5pt (10px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=div%23mini-calendar-day.today.selected&activeBehaviorValue=&activeIssueId=968582232,2026-04-21 19:13:37 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,div#week-day-name,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<div class=""week-day-name"">Tue</div>",.today.week-preview-day > .week-day-name,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 4.34 (foreground color: #6b7280, background color: #fef3c7, font size: 9.0pt (12px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=div%23week-day-name&activeBehaviorValue=&activeIssueId=968582235,2026-04-21 19:13:37 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,div#calendar-day-number.today,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<div class=""calendar-day-number today"">
                                21
                            </div>",.today.calendar-day-number,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 2.14 (foreground color: #ffffff, background color: #f59e0b, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=div%23calendar-day-number.today&activeBehaviorValue=&activeIssueId=968582237,2026-04-21 19:13:37 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,button#btn.btn-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<button class=""btn btn-primary"" onclick=""handlers.scheduleWhatnotLive('2026-04-21')"">",.btn-primary,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.18 (foreground color: #ffffff, background color: #d97706, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=button%23btn.btn-primary&activeBehaviorValue=&activeIssueId=968582241,2026-04-21 19:13:37 UTC,visible
color-contrast,Elements must meet minimum color contrast ratio thresholds,serious,button#btn.btn-primary,,Ensure the contrast between foreground and background colors meets WCAG 2 AA minimum contrast ratio thresholds.,https://vaultlister.com/,SC 1.4.3,"<button class=""btn btn-primary"" onclick=""handlers.createReport()"">",.btn-primary,False,Confirmed Issue,False,"Fix any of the following:
  Element has insufficient color contrast of 3.18 (foreground color: #ffffff, background color: #d97706, font size: 10.5pt (14px), font weight: normal). Expected contrast ratio of 4.5:1",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23704&activeComponentId=button%23btn.btn-primary&activeBehaviorValue=&activeIssueId=968583672,2026-04-21 19:13:51 UTC,visible
heading-order-bp,Heading levels should only increase by one,moderate,h3#font-semibold.mb-2,,Ensure the order of headings is semantically correct.,https://vaultlister.com/,Best Practice,"<h3 class=""font-semibold mb-2"">No custom reports yet</h3>",.font-semibold,False,Confirmed Issue,True,"Fix any of the following:
  Fix the order of headings. Headings should be in descending order of size without skipping levels. For example, <h2> should be followed by <h3>, not <h4> or <h5>.",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23720&activeComponentId=h3%23font-semibold.mb-2&activeBehaviorValue=&activeIssueId=968583673,2026-04-21 19:13:51 UTC,visible
bypass-blocks-skip-links,First interactive item in the Web page must be a link to the beginning of the main content,serious,html,,Ensure that a mechanism is available to bypass blocks of content that are repeated on multiple Web pages by skipping directly to the main content of the Web page and the element is visible when it receive keyboard focus.,https://vaultlister.com/affiliate.html,SC 2.4.1,"<html la=""en"">",html,False,Confirmed Issue,False,"Fix all of the following:
Add a 'Skip to Main content' link as the first interactive element via keyboard",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23664&activeComponentId=html%23&activeBehaviorValue=&activeIssueId=968584259,2026-04-21 19:12:43 UTC,visible
label-content-name-mismatch,Elements must have their visible text as part of their accessible name,serious,button#lang-btn,,Ensure that elements labelled through their content must have their visible text as part of their accessible name.,https://vaultlister.com/affiliate.html,"Experimental, SC 2.5.3","<button type=""button"" class=""lang-btn"" aria-label=""Change language"" aria-expanded=""false"">",.lang-btn,False,Confirmed Issue,False,"Fix all of the following:
Ensure that the visible label of the element and the accessible name (provided by `aria-label`, etc.) match exactly. Ensure that the visible label of the element is part of the accessible name of the element. It is advisable that the visible label comes in the beginning of the accessible name",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23731&activeComponentId=button%23lang-btn&activeBehaviorValue=&activeIssueId=968584260,2026-04-21 19:12:43 UTC,visible
label-content-name-mismatch,Elements must have their visible text as part of their accessible name,serious,button#currency-btn,,Ensure that elements labelled through their content must have their visible text as part of their accessible name.,https://vaultlister.com/affiliate.html,"Experimental, SC 2.5.3","<button type=""button"" class=""currency-btn"" aria-label=""Change currency"" aria-expanded=""false"">",.currency-btn,False,Confirmed Issue,False,"Fix all of the following:
Ensure that the visible label of the element and the accessible name (provided by `aria-label`, etc.) match exactly. Ensure that the visible label of the element is part of the accessible name of the element. It is advisable that the visible label comes in the beginning of the accessible name",https://accessibility.browserstack.com/site-scanner/projects/vaultlister.com-2/builds?thBuildId=xwohxcbfauyqprez0jgqt5sazqf4uga1zvagxfdh&recurring=true&tunnel_vision=false&id=vaultlister.com-2&tab=ALLISSUES&activeViolationId=23731&activeComponentId=button%23currency-btn&activeBehaviorValue=&activeIssueId=968584261,2026-04-21 19:12:43 UTC,visible
